coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
NY-601,Poughkeepsie/Dutchess County CoC,399.0,390.0,9.0,201.0,198.0,177.0,74.0,183.0,1.0,146721,141342,5379,293814,4603.0,3912.0,691.0,55799.0,187903.37684953414,273875.99947400374,48.17
NY-602,"Newburgh, Middletown/Orange County CoC",480.0,438.0,42.0,261.0,219.0,233.0,109.0,212.0,1.0,187500,180244,7256,382411,5111.0,4548.0,563.0,51247.0,152563.91921654355,246023.98961503664,48.17
NY-603,"Nassau, Suffolk Counties CoC",3868.0,3816.0,52.0,1780.0,2088.0,1354.0,754.0,2255.0,15.0,1514941,1459414,55527,2839698,25022.0,22650.0,2372.0,78785.1080787464,319442.37188108335,451960.5868203622,48.17
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1827.0,1783.0,44.0,924.0,901.0,457.0,438.0,1310.0,4.0,492401,473384,19017,968928,23249.0,20459.0,2790.0,107252.0,353698.17648614995,579322.4294420882,48.17000000000001
NY-606,Rockland County CoC,180.0,130.0,50.0,90.0,90.0,100.0,45.0,70.0,0.0,157770,151936,5834,325656,6213.0,5715.0,498.0,60111.0,287384.4039387568,432023.3257473549,48.17
NY-607,Sullivan County CoC,189.0,180.0,9.0,124.0,65.0,136.0,47.0,33.0,0.0,36701,35203,1498,75381,2148.0,1868.0,280.0,45993.0,70877.96652426658,132412.88445980757,48.17
NY-608,Kingston/Ulster County CoC,464.0,432.0,32.0,239.0,225.0,275.0,81.0,121.0,5.0,90161,86660,3501,178510,3394.0,2952.0,442.0,50378.0,142347.63581802123,223754.0565806528,48.17000000000001
OH-500,Cincinnati/Hamilton County CoC,1114.0,1067.0,47.0,745.0,366.0,416.0,24.0,653.0,4.0,414702,397694,17008,815853,25440.0,23913.0,1527.0,59550.0,77307.78543504489,151320.42162728924,50.88
OH-501,Toledo/Lucas County CoC,662.0,640.0,22.0,369.0,293.0,258.0,52.0,351.0,2.0,210684,199681,11003,429990,12173.0,11442.0,731.0,46147.0,31433.861086954214,94438.49322345247,50.879999999999995
OH-502,Cleveland/Cuyahoga County CoC,1808.0,1730.0,78.0,1225.0,577.0,483.0,109.0,1274.0,8.0,622658,592290,30368,1241788,38623.0,36305.0,2318.0,54612.0,53939.409366318694,121347.65757885802,50.88
OH-503,Columbus/Franklin County CoC,1807.0,1519.0,288.0,1076.0,724.0,607.0,76.0,1090.0,9.0,692900,666488,26412,1308599,24172.0,23205.0,967.0,50184.0,82840.63195082352,172219.74121704747,50.88
OH-504,Youngstown/Mahoning County CoC,180.0,157.0,23.0,99.0,76.0,81.0,83.0,94.0,0.0,104748,98585,6163,228975,5271.0,4849.0,422.0,42992.0,28447.92214920647,81667.07116496166,50.88
OH-505,"Dayton, Kettering/Montgomery County CoC",680.0,629.0,51.0,447.0,233.0,317.0,26.0,324.0,2.0,252244,240844,11400,531954,12233.0,11499.0,734.0,46786.0,42997.877473703564,103980.48486233386,50.88
OH-506,Akron/Summit County CoC,587.0,454.0,133.0,358.0,229.0,320.0,8.0,233.0,2.0,272715,260047,12668,541451,13806.0,13529.0,277.0,51404.0,54494.278590076254,127296.48754326861,50.88
OH-507,Ohio Balance of State CoC,3133.0,2500.0,633.0,1638.0,1487.0,2445.0,126.0,489.0,10.0,2555618,2437334,118284,5235305,76767.0,70484.0,6283.0,44458.175067164186,66468.54081694437,131077.7081348464,50.88
OH-508,"Canton, Massillon, Alliance/Stark County CoC",278.0,238.0,40.0,133.0,144.0,165.0,3.0,93.0,0.0,186994,177846,9148,371410,6514.0,6058.0,456.0,44912.0,55014.38922346957,121319.08624014108,50.88
OK-500,North Central Oklahoma CoC,181.0,141.0,40.0,78.0,103.0,140.0,7.0,12.0,0.0,100252,97043,3209,219506,2230.0,2098.0,132.0,39944.18512933587,38648.972643459514,101745.75509767012,60.14
OK-501,Tulsa City & County CoC,1083.0,857.0,226.0,747.0,332.0,560.0,76.0,286.0,6.0,320901,310559,10342,648496,13013.0,12102.0,911.0,63340.0,59631.66359980386,135332.0055520079,60.13999999999999
OK-503,Oklahoma Balance of State CoC,233.0,78.0,155.0,128.0,105.0,150.0,34.0,20.0,1.0,149294,144961,4333,316816,2850.0,2574.0,276.0,41305.20790932276,34474.55995082498,93076.89618727015,60.14000000000001
OK-504,Norman/Cleveland County CoC,364.0,137.0,227.0,235.0,129.0,325.0,23.0,13.0,2.0,141067,137134,3933,281559,2166.0,2079.0,87.0,45295.0,100164.7121878661,161912.1024615465,60.14000000000001
OK-505,Northeast Oklahoma CoC,392.0,341.0,51.0,223.0,169.0,231.0,16.0,13.0,1.0,128633,123842,4791,304439,2421.0,2228.0,193.0,38782.96092156393,39211.64557362461,93934.47603284034,60.14
OK-506,Southwest Oklahoma Regional CoC,191.0,150.0,41.0,118.0,73.0,114.0,7.0,57.0,0.0,176003,170230,5773,402925,4092.0,3697.0,395.0,40360.16105478687,33003.70404025961,92329.55538084013,60.14
OK-507,Southeastern Oklahoma Regional CoC,244.0,187.0,57.0,127.0,117.0,161.0,8.0,27.0,0.0,261184,251320,9864,609747,9511.0,8528.0,983.0,37410.98813278294,33411.77190168909,87163.83660581788,60.12953811990876
OR-500,"Eugene, Springfield/Lane County CoC",1641.0,507.0,1134.0,1083.0,544.0,1332.0,148.0,48.0,12.0,179863,172070,7793,378807,5029.0,4878.0,151.0,44957.0,208429.39404657236,288808.5933417003,51.27
OR-501,"Portland, Gresham/Multnomah County CoC",4019.0,2351.0,1668.0,2452.0,1503.0,2798.0,455.0,527.0,44.0,448867,432846,16021,809448,15168.0,14561.0,607.0,57195.0,292159.6940959257,401635.9184857004,51.27
OR-502,"Medford, Ashland/Jackson County CoC",732.0,403.0,329.0,486.0,237.0,638.0,72.0,25.0,2.0,103422,98641,4781,219616,2923.0,2864.0,59.0,45903.0,219965.65376734664,306852.9484772011,51.27
OR-503,Central Oregon CoC,787.0,232.0,555.0,501.0,278.0,688.0,43.0,14.0,0.0,113848,108905,4943,239644,1552.0,1454.0,98.0,51954.55924204236,237027.3703916512,349645.90969515184,51.269999999999996
OR-505,Oregon Balance of State CoC,6392.0,1858.0,4534.0,3584.0,2782.0,5591.0,650.0,136.0,18.0,696720,665534,31186,1521705,21111.0,18974.0,2137.0,42430.337619972335,180112.01355646012,261633.92612697862,51.27
OR-506,"Hillsboro, Beaverton/Washington County CoC",522.0,163.0,359.0,336.0,181.0,438.0,61.0,25.0,1.0,320147,309361,10786,597030,4079.0,3711.0,368.0,60999.0,316746.0469633743,421280.59818716714,51.27
OR-507,Clackamas County CoC,383.0,37.0,346.0,248.0,134.0,314.0,39.0,18.0,1.0,216445,208578,7867,415586,2907.0,2558.0,349.0,58903.0,299869.4803846333,419028.70249506185,51.27
PA-501,Harrisburg/Dauphin County CoC,445.0,410.0,35.0,279.0,166.0,144.0,94.0,263.0,1.0,144231,138273,5958,276951,6489.0,5904.0,585.0,50878.0,75458.12932880192,155726.63077467037,49.8
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",414.0,361.0,53.0,207.0,207.0,107.0,12.0,299.0,2.0,299233,286729,12504,565506,7061.0,6496.0,565.0,67223.0,92673.37725724978,202234.1359468973,49.8
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",165.0,159.0,6.0,68.0,96.0,94.0,13.0,65.0,0.0,159673,150704,8969,318093,9037.0,8223.0,814.0,44535.0,41602.8781736247,100433.3879703732,49.8
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",291.0,271.0,20.0,133.0,158.0,115.0,23.0,163.0,0.0,455203,438929,16274,826995,5777.0,5083.0,694.0,79439.0,186351.1493947059,296112.7975037166,49.8
PA-505,Chester County CoC,579.0,566.0,13.0,378.0,201.0,316.0,74.0,258.0,1.0,285793,276376,9417,522256,3713.0,3378.0,335.0,84955.0,215151.9294445491,347085.3045161927,49.8
PA-506,Reading/Berks County CoC,562.0,551.0,11.0,391.0,171.0,401.0,189.0,152.0,2.0,215228,205903,9325,420407,4326.0,3936.0,390.0,49549.0,88877.45240834692,167124.80148961933,49.8
PA-508,Scranton/Lackawanna County CoC,159.0,154.0,5.0,100.0,59.0,115.0,23.0,29.0,0.0,106463,101395,5068,210301,6579.0,5855.0,724.0,47013.0,50680.573424715476,115279.88784489191,49.8
PA-509,Eastern Pennsylvania CoC,1998.0,1652.0,346.0,1101.0,890.0,1464.0,398.0,443.0,9.0,1554397,1483782,70615,3110801,42590.0,38484.0,4106.0,47100.66916527287,91488.90139858586,157377.57880978918,49.8
PA-510,Lancaster City & County CoC,406.0,390.0,16.0,229.0,177.0,247.0,133.0,104.0,3.0,285302,275237,10065,543960,4220.0,3924.0,296.0,52682.0,148354.1219322885,218711.38576486963,49.8
PA-511,"Bristol, Bensalem/Bucks County CoC",397.0,378.0,19.0,164.0,233.0,259.0,30.0,114.0,7.0,344427,330950,13477,628183,5514.0,4797.0,717.0,73655.0,208731.1021745644,316490.3511911815,49.8
PA-512,York City & County CoC,324.0,291.0,33.0,176.0,148.0,192.0,58.0,109.0,0.0,237045,227519,9526,448417,3518.0,3342.0,176.0,50069.0,112016.44925627287,178956.90644179785,49.8
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",783.0,727.0,56.0,490.0,291.0,320.0,36.0,395.0,5.0,651614,624269,27345,1217508,34483.0,31034.0,3449.0,63371.0,63373.782639428566,144618.49249347873,49.8
PA-601,Western Pennsylvania CoC,748.0,710.0,38.0,431.0,317.0,589.0,25.0,116.0,0.0,828381,788595,39786,1696858,30163.0,27096.0,3067.0,48141.471431316,45667.117023717416,109410.41882169638,49.800000000000004
PA-603,Beaver County CoC,117.0,111.0,6.0,63.0,54.0,72.0,1.0,43.0,0.0,84526,80523,4003,164669,3971.0,3653.0,318.0,48416.0,51717.51503020517,122426.52359161881,49.8
PA-605,Erie City & County CoC,336.0,332.0,4.0,221.0,115.0,214.0,31.0,99.0,0.0,130607,124230,6377,271780,6157.0,5602.0,555.0,44740.0,66261.1316431637,123767.18624199735,49.8
RI-500,Rhode Island Statewide CoC,1101.0,1050.0,51.0,677.0,420.0,662.0,268.0,289.0,14.0,571152,547994,23158,1059338,37943.0,35354.0,2589.0,54158.033524710714,195179.67776112648,275805.6392665169,49.27
SC-500,Charleston/Low Country CoC,451.0,337.0,114.0,309.0,139.0,177.0,17.0,237.0,1.0,486689,472310,14379,1066078,11778.0,11134.0,644.0,50377.423272030755,150757.87118767432,263822.28464621655,61.7
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1185.0,849.0,336.0,752.0,431.0,596.0,45.0,524.0,3.0,696909,675002,21907,1537213,19810.0,19006.0,804.0,42369.68401711409,68812.06200388174,150301.87136065718,61.7
SC-502,Columbia/Midlands CoC,1205.0,1005.0,200.0,768.0,435.0,385.0,41.0,791.0,3.0,706457,681894,24563,1553998,19476.0,18255.0,1221.0,44091.3627462841,65343.19883914321,149164.82602217156,61.699999999999996
SC-503,"Myrtle Beach, Sumter City & County CoC",1092.0,398.0,694.0,665.0,427.0,578.0,38.0,464.0,4.0,389380,373176,16204,934413,11431.0,10335.0,1096.0,37680.79594676016,60030.21076564132,130969.55500292957,61.7
SD-500,South Dakota Statewide CoC,1159.0,874.0,285.0,735.0,424.0,327.0,85.0,79.0,2.0,419442,408271,11171,787591,13307.0,11297.0,2010.0,54045.72309485507,112540.26435311571,183414.56322456262,45.54
TN-500,Chattanooga/Southeast Tennessee CoC,623.0,330.0,293.0,408.0,212.0,411.0,23.0,190.0,0.0,327611,315494,12117,701024,12202.0,11094.0,1108.0,44589.047506219475,77476.35296504154,153218.04723883397,58.11
TN-501,Memphis/Shelby County CoC,1226.0,1124.0,102.0,832.0,389.0,205.0,9.0,976.0,1.0,442606,424233,18373,937239,17585.0,16529.0,1056.0,49022.0,44163.23361729194,124727.50619647371,58.11
TN-502,Knoxville/Knox County CoC,743.0,557.0,186.0,429.0,314.0,522.0,19.0,191.0,3.0,241067,233982,7085,466787,10663.0,9383.0,1280.0,50433.0,95169.80777911002,183402.09926564337,58.11
TN-503,Central Tennessee CoC,268.0,244.0,24.0,129.0,136.0,146.0,24.0,97.0,1.0,588796,570235,18561,1211815,10428.0,9850.0,578.0,51761.995933372666,130125.90491991762,228004.98362711474,58.10999999999999
TN-504,Nashville-Davidson County CoC,2298.0,1682.0,616.0,1713.0,580.0,1231.0,140.0,971.0,10.0,394751,384282,10469,691298,17731.0,15957.0,1774.0,68709.0,175641.201868583,266686.7344241754,58.11
TN-506,Upper Cumberland CoC,258.0,212.0,46.0,145.0,112.0,219.0,3.0,32.0,0.0,233525,225315,8210,520362,5047.0,4805.0,242.0,39113.76947394314,92830.23793928509,163807.45960735474,58.11
TN-507,Jackson/West Tennessee CoC,1026.0,122.0,904.0,566.0,460.0,611.0,9.0,389.0,0.0,292104,279249,12855,665400,10854.0,10322.0,532.0,38274.28305229937,40476.39640485372,100517.67608849678,58.11
TN-509,Appalachian Regional CoC,360.0,250.0,110.0,231.0,128.0,321.0,2.0,28.0,4.0,224943,216192,8751,511436,8539.0,7657.0,882.0,39182.08794844321,57419.4514132953,118004.09900985887,58.11
TN-510,Murfreesboro/Rutherford County CoC,283.0,209.0,74.0,158.0,123.0,199.0,4.0,77.0,0.0,179778,174943,4835,324809,2103.0,1955.0,148.0,41782.0,171489.35892043114,243217.58163173636,58.10999999999999
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",798.0,298.0,500.0,430.0,368.0,736.0,26.0,56.0,0.0,304791,293509,11282,674652,8141.0,7610.0,531.0,39370.19970592246,74653.25151477888,145044.76125720894,58.11
TX-500,San Antonio/Bexar County CoC,3066.0,1713.0,1353.0,1980.0,1082.0,2227.0,1386.0,751.0,17.0,927183,895880,31303,1981061,26804.0,24659.0,2145.0,47148.0,107429.228445515,179715.52000667548,65.97
TX-503,Austin/Travis County CoC,2147.0,1133.0,1014.0,1422.0,718.0,1244.0,662.0,718.0,13.0,712216,691743,20473,1246693,10004.0,9103.0,901.0,70141.0,229616.61862565795,338322.8467112381,65.97
TX-600,"Dallas City & County, Irving CoC",4121.0,2780.0,1341.0,2666.0,1446.0,1425.0,605.0,2522.0,48.0,1870085,1801100,68985,3635776,37340.0,32729.0,4611.0,62802.18745929342,162015.30670406437,247613.71756343092,65.96999999999998
TX-601,"Fort Worth, Arlington/Tarrant County CoC",2015.0,1337.0,678.0,1226.0,785.0,960.0,275.0,982.0,23.0,65311,63271,2040,138254,600.0,552.0,48.0,55469.0,142051.58137908796,253472.91963848379,65.97
TX-603,El Paso City & County CoC,892.0,715.0,177.0,534.0,354.0,755.0,609.0,65.0,3.0,354932,339827,15105,835590,13168.0,10929.0,2239.0,36427.0,84309.72225447265,127895.78111268098,65.97
TX-604,Waco/McLennan County CoC,188.0,130.0,58.0,125.0,63.0,82.0,20.0,95.0,1.0,162607,156454,6153,369242,5114.0,4932.0,182.0,40819.204930641696,61439.12377176228,131283.55811118358,65.97
TX-607,Texas Balance of State CoC,7638.0,3560.0,4078.0,4538.0,3079.0,5281.0,2732.0,1932.0,39.0,4146487,3966830,179657,9378828,105419.0,92502.0,12917.0,43391.84424706371,74430.47211758512,147184.94793080539,65.97
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",238.0,195.0,43.0,142.0,96.0,160.0,29.0,65.0,3.0,145865,140925,4940,332126,4267.0,3737.0,530.0,43456.12184532376,50199.34896694942,113024.1071439706,65.97
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",4143.0,2529.0,1614.0,2597.0,1541.0,1646.0,707.0,2340.0,31.0,659820,634051,25769,1379396,3812.0,3665.0,147.0,61060.90829536986,165991.3135158512,255144.90576548773,65.97
TX-701,"Bryan, College Station/Brazos Valley CoC",197.0,126.0,71.0,108.0,88.0,118.0,7.0,77.0,1.0,162354,156917,5437,346533,3695.0,3216.0,479.0,39977.6166800853,104006.53005062307,189393.3399313786,65.97
UT-500,Salt Lake City & County CoC,1804.0,1668.0,136.0,1110.0,681.0,1301.0,406.0,209.0,21.0,624844,607123,17721,1148949,9291.0,8733.0,558.0,52130.0,244409.1897927392,336543.8675928261,49.55
UT-503,Utah Balance of State CoC,899.0,660.0,239.0,508.0,386.0,753.0,170.0,60.0,6.0,616872,597513,19359,1307537,7258.0,6554.0,704.0,40509.867773531456,190835.58532991886,271605.810079147,49.55
UT-504,Provo/Mountainland CoC,173.0,128.0,45.0,93.0,78.0,155.0,40.0,8.0,1.0,39824,38671,1153,75157,4.0,0.0,4.0,105372.44623920594,297974.9841102465,550804.645725428,49.55
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",609.0,505.0,104.0,389.0,220.0,190.0,25.0,389.0,1.0,471534,457947,13587,867322,6197.0,5727.0,470.0,60641.625467819336,160034.05026112255,244728.062130635,55.540000000000006
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",773.0,693.0,80.0,533.0,239.0,158.0,39.0,591.0,2.0,19541,18969,572,37203,413.0,359.0,54.0,54012.0,92974.89658580282,277924.0230738668,55.54
VA-502,"Roanoke City & County, Salem CoC",317.0,306.0,11.0,192.0,124.0,173.0,17.0,113.0,1.0,19770,19224,546,38517,31.0,23.0,8.0,48373.559467248226,76899.90353227864,182135.07171075259,55.540000000000006
VA-504,Charlottesville CoC,183.0,155.0,28.0,113.0,70.0,95.0,5.0,82.0,0.0,51566,50187,1379,98142,412.0,369.0,43.0,45157.283996657905,135570.12497678483,220636.14878073282,55.54
VA-508,Lynchburg CoC,112.0,92.0,20.0,74.0,38.0,73.0,9.0,30.0,0.0,22282,21530,752,47645,151.0,138.0,13.0,37124.75283870291,82336.31379915678,152385.79562898327,55.54
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",304.0,276.0,28.0,206.0,98.0,214.0,29.0,69.0,3.0,62349,60384,1965,122042,555.0,515.0,40.0,45854.99700922633,134448.1081963353,216637.04452022197,55.54
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",200.0,164.0,36.0,117.0,83.0,107.0,14.0,60.0,5.0,100468,97448,3020,207330,623.0,586.0,37.0,52653.05586263445,220494.37934414583,324602.0930303464,55.54
VA-521,Virginia Balance of State CoC,718.0,553.0,165.0,376.0,340.0,460.0,33.0,213.0,0.0,436611,421514,15097,944097,7676.0,7094.0,582.0,41987.44651238167,84793.85383716942,162479.05108036232,55.53999999999999
VA-600,Arlington County CoC,221.0,186.0,35.0,130.0,91.0,79.0,39.0,119.0,7.0,153786,150729,3057,236662,2748.0,2555.0,193.0,95012.0,337624.94821953453,625622.268737202,55.54
VA-602,Loudoun County CoC,134.0,110.0,24.0,70.0,64.0,58.0,18.0,44.0,5.0,221826,216382,5444,405964,958.0,641.0,317.0,79280.0,376231.3496180199,535727.6957042749,55.54
VT-500,Vermont Balance of State CoC,932.0,867.0,65.0,506.0,423.0,857.0,51.0,31.0,3.0,256245,248927,7318,461047,8212.0,7318.0,894.0,51277.462918097284,120882.23767024466,196647.33769273176,43.74
VT-501,Burlington/Chittenden County CoC,359.0,342.0,17.0,222.0,132.0,293.0,6.0,53.0,5.0,100209,98196,2013,163755,4628.0,4072.0,556.0,59820.0,208106.41692119883,300846.55595447187,43.74
WA-500,Seattle/King County CoC,12112.0,5792.0,6320.0,7439.0,4237.0,5789.0,1870.0,3317.0,337.0,1260655,1218696,41959,2228488,34950.0,32853.0,2097.0,88308.0,381177.13431616616,615582.6817420117,50.47
WA-501,Washington Balance of State CoC,5666.0,3177.0,2489.0,3197.0,2434.0,4769.0,882.0,213.0,25.0,1037516,982896,54620,2233972,20975.0,18773.0,2202.0,46556.91772143966,189228.82718354807,289880.2230369581,50.47
WA-502,Spokane City & County CoC,1245.0,935.0,310.0,774.0,468.0,999.0,104.0,86.0,3.0,246687,233903,12784,513502,7477.0,7177.0,300.0,45209.0,161000.66722295873,245666.5014931776,50.47
WA-503,"Tacoma, Lakewood/Pierce County CoC",1628.0,878.0,750.0,986.0,637.0,857.0,222.0,383.0,28.0,428250,406220,22030,894951,9958.0,8962.0,996.0,49928.0,262625.17572771333,355570.12499571143,50.47
WA-504,Everett/Snohomish County CoC,858.0,480.0,378.0,501.0,355.0,633.0,78.0,109.0,6.0,429470,413908,15562,814107,8734.0,8384.0,350.0,54934.0,333848.6406722786,470574.714410789,50.47
WA-508,Vancouver/Clark County CoC,795.0,421.0,374.0,449.0,344.0,641.0,80.0,47.0,5.0,234402,223243,11159,482467,4035.0,3429.0,606.0,53180.0,276641.5283230806,354894.16145734367,50.47
WI-500,Wisconsin Balance of State CoC,3147.0,3020.0,127.0,1588.0,1553.0,2009.0,232.0,647.0,26.0,2164839,2101554,63285,3987573,44120.0,38945.0,5175.0,51061.340571319946,104296.97918306012,176032.17312691396,44.71
WI-501,Milwaukee City & County CoC,871.0,710.0,161.0,591.0,276.0,320.0,83.0,500.0,5.0,470208,453165,17043,947908,22207.0,20208.0,1999.0,46792.0,78240.28487956591,149822.69882428966,44.71
WI-502,Racine City & County CoC,275.0,265.0,10.0,172.0,103.0,133.0,18.0,120.0,1.0,99492,95909,3583,196348,3031.0,2909.0,122.0,49191.0,89538.51340922085,158895.9134648329,44.71
WI-503,Madison/Dane County CoC,614.0,530.0,84.0,368.0,246.0,266.0,24.0,303.0,5.0,321110,313959,7151,542448,6396.0,5884.0,512.0,61221.0,191711.6028030812,283083.85970891546,44.71
WV-500,"Wheeling, Weirton Area CoC",108.0,98.0,10.0,64.0,43.0,90.0,2.0,14.0,0.0,65415,61799,3616,139214,4166.0,3630.0,536.0,48143.19385981295,38848.282526617775,88005.43728751491,53.07999999999999
WV-501,"Huntington/Cabell, Wayne Counties CoC",190.0,169.0,21.0,116.0,74.0,159.0,2.0,30.0,0.0,57180,54326,2854,132981,4187.0,3829.0,358.0,40530.96504011851,39716.90002873407,93678.25471174419,53.08
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",317.0,260.0,57.0,229.0,88.0,226.0,6.0,90.0,1.0,120554,114314,6240,267718,6498.0,6103.0,395.0,46523.29726055028,51073.40758846614,105491.43387139347,53.080000000000005
WV-508,West Virginia Balance of State CoC,628.0,533.0,95.0,393.0,234.0,503.0,6.0,96.0,1.0,550574,522293,28281,1266040,19295.0,16986.0,2309.0,39675.54364554043,50507.65017056873,112682.37743697896,53.080000000000005
WY-500,Wyoming Statewide CoC,639.0,440.0,199.0,384.0,254.0,500.0,79.0,42.0,0.0,292783,280910,11873,579054,5756.0,5217.0,539.0,59909.58017559675,150852.45143579447,243418.23770993852,43.47
