coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
OH-504,Youngstown/Mahoning County CoC,346.0,308.0,38.0,208.0,138.0,174.0,31.0,129.0,0.0,106380,99542,6838,230263,0,0.0,0.0,40935.0,22881.688077594154,72438.13537426351,50.88
OH-505,"Dayton, Kettering/Montgomery County CoC",751.0,708.0,43.0,465.0,286.0,321.0,21.0,385.0,4.0,251039,238575,12464,532274,0,0.0,0.0,43347.0,32708.613977014757,88736.38005934778,50.88
OH-506,Akron/Summit County CoC,679.0,592.0,87.0,402.0,276.0,311.0,8.0,319.0,1.0,273479,259430,14049,541226,0,0.0,0.0,47456.0,44890.77584531243,113378.94618967515,50.88
OH-507,Ohio Balance of State CoC,3032.0,2587.0,445.0,1609.0,1423.0,2460.0,88.0,424.0,14.0,2547507,2412165,135342,5235702,0,0.0,0.0,41254.64737068687,57311.44492426207,119654.82616999793,50.88
OH-508,"Canton, Massillon, Alliance/Stark County CoC",460.0,423.0,37.0,205.0,252.0,244.0,4.0,167.0,0.0,187210,176932,10278,373553,0,0.0,0.0,41983.0,45762.83047082155,109556.91495602862,50.88
OK-500,North Central Oklahoma CoC,129.0,78.0,51.0,71.0,58.0,105.0,13.0,7.0,0.0,103001,98466,4535,221781,0,0.0,0.0,38407.341530609025,33521.887016370674,96764.38279152414,60.14
OK-501,Tulsa City & County CoC,1043.0,893.0,150.0,599.0,444.0,578.0,41.0,267.0,8.0,317900,303589,14311,646328,0,0.0,0.0,54124.0,52505.95087277776,125015.42729794791,60.14
OK-503,Oklahoma Balance of State CoC,295.0,114.0,181.0,152.0,143.0,188.0,15.0,22.0,0.0,150085,143565,6520,318135,0,0.0,0.0,37967.373234633094,30247.018534931303,89023.10330022153,60.13999999999999
OK-504,Norman/Cleveland County CoC,138.0,92.0,46.0,83.0,55.0,124.0,13.0,6.0,0.0,139036,133913,5123,278062,0,0.0,0.0,42876.0,90723.27032688906,154561.55688772025,60.14
OK-505,Northeast Oklahoma CoC,368.0,342.0,26.0,228.0,140.0,234.0,10.0,8.0,0.0,130860,124169,6691,304642,0,0.0,0.0,35178.9842897565,32488.98679054853,85113.2867288397,60.13999999999999
OK-506,Southwest Oklahoma Regional CoC,187.0,147.0,40.0,141.0,46.0,103.0,0.0,71.0,0.0,178266,168866,9400,405565,0,0.0,0.0,37428.276993823434,28061.189042547285,87213.82514014165,60.14
OK-507,Southeastern Oklahoma Regional CoC,436.0,217.0,219.0,242.0,194.0,297.0,22.0,53.0,7.0,263571,249787,13784,611160,0,0.0,0.0,35501.937859153084,29488.67374600796,81274.18899251796,60.1295626349892
OR-500,"Eugene, Springfield/Lane County CoC",1451.0,517.0,934.0,980.0,468.0,1220.0,120.0,41.0,5.0,178047,169145,8902,369201,0,0.0,0.0,41557.0,164639.6448616885,244640.75943258477,51.269999999999996
OR-501,"Portland, Gresham/Multnomah County CoC",3914.0,2027.0,1887.0,2385.0,1493.0,2638.0,429.0,585.0,32.0,442861,424464,18397,803630,0,0.0,0.0,51196.0,244314.48904755045,357940.8248050965,51.27
OR-502,"Medford, Ashland/Jackson County CoC",527.0,288.0,239.0,325.0,201.0,424.0,74.0,39.0,2.0,101140,95428,5712,214600,0,0.0,0.0,42907.0,177675.58749074928,259923.26521727908,51.27
OR-503,Central Oregon CoC,602.0,197.0,405.0,368.0,232.0,545.0,55.0,9.0,1.0,108799,103246,5553,226151,0,0.0,0.0,47225.04574819479,187176.27587139644,293536.369961925,51.269999999999996
OR-505,Oregon Balance of State CoC,5710.0,1859.0,3851.0,3203.0,2493.0,5061.0,593.0,107.0,34.0,686298,649912,36386,1485564,0,0.0,0.0,39155.714910296694,142278.64569011735,218171.3093600074,51.27
OR-506,"Hillsboro, Beaverton/Washington County CoC",571.0,193.0,378.0,377.0,193.0,475.0,81.0,31.0,5.0,312711,300084,12627,585358,0,0.0,0.0,54532.0,267433.2502138634,375013.99261819856,51.27
OR-507,Clackamas County CoC,463.0,155.0,308.0,255.0,206.0,370.0,66.0,27.0,6.0,212188,203105,9083,407055,0,0.0,0.0,53410.0,253846.08085636212,367560.2483918078,51.27
PA-501,Harrisburg/Dauphin County CoC,433.0,390.0,43.0,311.0,122.0,175.0,125.0,230.0,1.0,142301,135593,6708,274305,0,0.0,0.0,46997.0,64181.22892505166,145444.31283346075,49.8
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",406.0,371.0,35.0,214.0,192.0,162.0,15.0,235.0,0.0,294655,280449,14206,563860,0,0.0,0.0,60743.0,79860.72786880843,184069.61278385136,49.8
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",169.0,160.0,9.0,75.0,94.0,110.0,20.0,50.0,0.0,159198,149291,9907,317192,0,0.0,0.0,41793.0,36104.799845671485,95359.58566782133,49.8
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",398.0,378.0,20.0,192.0,206.0,155.0,25.0,220.0,2.0,448108,429780,18328,820106,0,0.0,0.0,76115.0,167451.10139710928,272488.84434941,49.8
PA-505,Chester County CoC,558.0,553.0,5.0,393.0,165.0,336.0,34.0,179.0,3.0,280797,270039,10758,516768,0,0.0,0.0,76006.0,193230.43700024567,322739.3337883801,49.8
PA-506,Reading/Berks County CoC,521.0,518.0,3.0,343.0,178.0,359.0,174.0,159.0,1.0,213539,203031,10508,415911,0,0.0,0.0,46216.0,76249.53439862977,152233.19909278824,49.79999999999999
PA-508,Scranton/Lackawanna County CoC,242.0,231.0,11.0,129.0,113.0,174.0,31.0,42.0,0.0,107087,101105,5982,211108,0,0.0,0.0,43928.0,42951.42760835231,105755.03245643202,49.79999999999999
PA-509,Eastern Pennsylvania CoC,2599.0,1996.0,603.0,1428.0,1168.0,1957.0,432.0,540.0,8.0,1548237,1464929,83308,3100560,0,0.0,0.0,43566.09594589365,80617.74756302343,145215.32419588327,49.8
PA-510,Lancaster City & County CoC,356.0,349.0,7.0,177.0,179.0,221.0,109.0,115.0,3.0,278301,266858,11443,538303,0,0.0,0.0,47916.0,129597.17091331113,197191.1649653321,49.8
PA-511,"Bristol, Bensalem/Bucks County CoC",530.0,500.0,30.0,210.0,320.0,312.0,55.0,167.0,0.0,341373,325784,15589,626369,0,0.0,0.0,68118.0,187000.9032332022,291759.86131322157,49.8
PA-512,York City & County CoC,365.0,294.0,71.0,197.0,165.0,254.0,53.0,95.0,2.0,235081,224336,10745,444012,0,0.0,0.0,46355.0,99680.50093384378,165461.42102822557,49.8
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1156.0,1108.0,48.0,673.0,481.0,385.0,19.0,675.0,7.0,648489,615242,33247,1226893,0,0.0,0.0,55332.0,52476.85054530101,127480.18532302411,49.8
PA-601,Western Pennsylvania CoC,986.0,917.0,69.0,548.0,435.0,771.0,34.0,139.0,0.0,838214,785639,52575,1712912,0,0.0,0.0,44124.19493412388,40185.68602016066,102270.95841272043,49.8
PA-603,Beaver County CoC,131.0,125.0,6.0,65.0,66.0,101.0,1.0,29.0,1.0,85443,80207,5236,166926,0,0.0,0.0,44259.0,43063.39626414722,111388.53859329845,49.8
PA-605,Erie City & County CoC,377.0,367.0,10.0,220.0,157.0,241.0,22.0,111.0,2.0,133789,125178,8611,276639,0,0.0,0.0,41141.0,61283.11001033564,117278.01768847658,49.8
RI-500,Rhode Island Statewide CoC,1160.0,1123.0,37.0,738.0,421.0,767.0,236.0,291.0,15.0,553234,524441,28793,1057816,0,0.0,0.0,50320.35037851574,160451.89563440735,238216.86629020228,49.27000000000001
SC-500,Charleston/Low Country CoC,550.0,287.0,263.0,415.0,135.0,200.0,11.0,256.0,2.0,480011,459105,20906,1031986,0,0.0,0.0,46842.53353921468,127990.92690935059,236570.8733174518,61.7
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1829.0,1569.0,260.0,1108.0,719.0,963.0,55.0,779.0,14.0,694838,662818,32020,1498282,0,0.0,0.0,39653.66790363897,55245.378642991716,132431.68025676958,61.7
SC-502,Columbia/Midlands CoC,1350.0,1015.0,335.0,915.0,434.0,418.0,27.0,880.0,4.0,719818,684313,35505,1517089,0,0.0,0.0,41061.759198043095,53643.92249920599,133386.992689109,61.699999999999996
SC-503,"Myrtle Beach, Sumter City & County CoC",1322.0,490.0,832.0,819.0,503.0,578.0,34.0,711.0,1.0,391392,368067,23325,915674,0,0.0,0.0,35130.618522530945,50100.958779174136,119390.66106412733,61.7
SD-500,South Dakota Statewide CoC,1072.0,887.0,185.0,616.0,456.0,322.0,46.0,72.0,2.0,416251,404288,11963,771562,0,0.0,0.0,50792.89669009101,97788.01699895102,164516.23460198237,45.54
TN-500,Chattanooga/Southeast Tennessee CoC,527.0,450.0,77.0,310.0,217.0,314.0,14.0,205.0,0.0,317544,301710,15834,689349,0,0.0,0.0,41556.60715109473,63134.52402156165,133576.69982557083,58.11
TN-501,Memphis/Shelby County CoC,1669.0,1548.0,121.0,1120.0,544.0,361.0,10.0,1293.0,1.0,434502,411215,23287,936716,0,0.0,0.0,45707.0,33205.22372083476,105593.53781174863,58.11
TN-502,Knoxville/Knox County CoC,748.0,667.0,81.0,464.0,282.0,525.0,19.0,180.0,2.0,233831,224458,9373,456410,0,0.0,0.0,46426.0,77215.65220041668,161023.89566640332,58.11000000000001
TN-503,Central Tennessee CoC,296.0,270.0,26.0,181.0,115.0,181.0,4.0,108.0,0.0,550309,526747,23562,1161716,0,0.0,0.0,49370.711697179,105721.34202058223,193456.36085454762,58.11000000000001
TN-504,Nashville-Davidson County CoC,2365.0,1692.0,673.0,1841.0,522.0,1295.0,114.0,975.0,14.0,374155,360601,13554,686420,0,0.0,0.0,58817.0,129310.64928756664,215096.1195915876,58.11000000000001
TN-506,Upper Cumberland CoC,249.0,187.0,62.0,122.0,127.0,222.0,3.0,13.0,0.0,223218,212154,11064,504694,0,0.0,0.0,36423.52464661755,74924.8942104058,138551.80314907042,58.11
TN-507,Jackson/West Tennessee CoC,1541.0,163.0,1378.0,840.0,701.0,1029.0,46.0,460.0,4.0,288680,271420,17260,664466,0,0.0,0.0,35951.67297198051,35993.16487277311,90872.08251273107,58.11
TN-509,Appalachian Regional CoC,448.0,299.0,149.0,307.0,141.0,398.0,12.0,32.0,0.0,223496,211712,11784,507587,0,0.0,0.0,36571.871962835925,50627.42237495288,107995.44834955581,58.11
TN-510,Murfreesboro/Rutherford County CoC,306.0,187.0,119.0,180.0,126.0,225.0,0.0,69.0,0.0,163741,157663,6078,307724,0,0.0,0.0,39315.0,135757.2639666985,198957.6666656608,58.11
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",630.0,310.0,320.0,335.0,285.0,590.0,16.0,28.0,2.0,296498,281271,15227,663793,0,0.0,0.0,36419.789997785454,62690.86926582771,126783.71398453241,58.10999999999999
TX-500,San Antonio/Bexar County CoC,2781.0,1644.0,1137.0,1763.0,1000.0,1983.0,1199.0,659.0,17.0,905846,871855,33991,1927409,0,0.0,0.0,42946.0,85811.26287842375,158884.07697464817,65.97
TX-503,Austin/Travis County CoC,2138.0,1322.0,816.0,1386.0,745.0,1314.0,658.0,667.0,14.0,678480,656873,21607,1206283,0,0.0,0.0,60007.0,200520.49324710088,308944.50290762103,65.97
TX-600,"Dallas City & County, Irving CoC",3810.0,3071.0,739.0,1890.0,1912.0,1263.0,503.0,2294.0,41.0,1812359,1741875,70484,3535801,0,0.0,0.0,56427.09306179844,126313.69650410434,208843.01828749763,65.96999999999998
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1938.0,1515.0,423.0,1202.0,735.0,866.0,210.0,973.0,21.0,61297,58798,2499,129016,0,0.0,0.0,51217.0,113715.2035568221,219067.53870008202,65.97
TX-603,El Paso City & County CoC,1100.0,987.0,113.0,607.0,493.0,966.0,789.0,95.0,10.0,349935,332601,17334,834112,0,0.0,0.0,33661.0,78327.30733524373,121275.49207577677,65.97
TX-604,Waco/McLennan County CoC,267.0,224.0,43.0,131.0,135.0,131.0,52.0,115.0,0.0,161967,155095,6872,361112,0,0.0,0.0,37861.49660770066,49585.51805457516,109265.32867004753,65.97
TX-607,Texas Balance of State CoC,6048.0,3660.0,2388.0,3575.0,2464.0,3896.0,1801.0,1000.0,101.0,4074344,3853369,220975,9199682,0,0.0,0.0,39119.50235116822,62996.53234950967,132122.7776395821,65.97
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",256.0,234.0,22.0,132.0,124.0,188.0,8.0,68.0,0.0,143735,137134,6601,326857,0,0.0,0.0,39894.47627555781,40412.42782762461,100061.5152803177,65.97
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",4031.0,2835.0,1196.0,2587.0,1439.0,1676.0,566.0,2084.0,28.0,633046,601625,31421,1299827,0,0.0,0.0,56379.9960987116,149080.18200445967,246490.71441530707,65.97
TX-701,"Bryan, College Station/Brazos Valley CoC",161.0,150.0,11.0,91.0,70.0,85.0,24.0,75.0,1.0,159089,152570,6519,338048,0,0.0,0.0,36216.61874645021,85988.62111304203,168511.75336174804,65.97
UT-500,Salt Lake City & County CoC,1891.0,1834.0,57.0,1242.0,642.0,1430.0,430.0,204.0,23.0,599503,581020,18483,1120751,0,0.0,0.0,47524.0,193871.13559531103,283379.9068792918,49.55
UT-503,Utah Balance of State CoC,738.0,600.0,138.0,427.0,311.0,645.0,122.0,35.0,6.0,584574,562447,22127,1259929,0,0.0,0.0,36790.01280945196,148777.25763948643,228234.23970443298,49.55
UT-504,Provo/Mountainland CoC,178.0,137.0,41.0,88.0,90.0,164.0,32.0,3.0,0.0,37644,36464,1180,70997,0,0.0,0.0,87779.14930208318,241098.6569447312,454698.67562552146,49.55
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",762.0,692.0,70.0,571.0,188.0,255.0,16.0,485.0,3.0,457227,440087,17140,848369,0,0.0,0.0,56804.85228008096,139555.4808126865,221373.35647412587,55.54
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",723.0,638.0,85.0,497.0,226.0,167.0,16.0,522.0,2.0,18955,18151,804,36450,0,0.0,0.0,52144.0,75120.13990182661,274064.18242058734,55.54
VA-502,"Roanoke City & County, Salem CoC",308.0,301.0,7.0,198.0,110.0,161.0,15.0,142.0,0.0,19728,18998,730,38436,0,0.0,0.0,45698.41575606202,72427.37548206138,176320.5920335677,55.54
VA-504,Charlottesville CoC,157.0,135.0,22.0,105.0,51.0,74.0,8.0,69.0,2.0,48988,47274,1714,95544,0,0.0,0.0,41823.75521225823,115573.87697473148,197854.63325559083,55.54
VA-508,Lynchburg CoC,174.0,153.0,21.0,103.0,71.0,88.0,11.0,75.0,0.0,22016,21048,968,47438,0,0.0,0.0,34863.49491968464,73898.71325507762,140971.9960519893,55.54
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",268.0,261.0,7.0,157.0,111.0,209.0,30.0,41.0,1.0,59633,57179,2454,120101,0,0.0,0.0,43439.54434184561,117859.41082008631,201098.37509064248,55.53999999999999
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",209.0,175.0,34.0,120.0,89.0,105.0,26.0,70.0,6.0,95594,91790,3804,199714,0,0.0,0.0,49997.1402755941,198371.71118417973,299132.2566092715,55.53999999999999
VA-521,Virginia Balance of State CoC,654.0,498.0,156.0,339.0,315.0,381.0,41.0,230.0,1.0,428353,407317,21036,946464,0,0.0,0.0,39221.855009804916,73399.52710134063,150434.78424632587,55.54
VA-600,Arlington County CoC,174.0,155.0,19.0,41.0,133.0,60.0,29.0,101.0,4.0,146628,142857,3771,231805,0,0.0,0.0,87136.0,315745.91540950147,590281.5828095871,55.54
VA-602,Loudoun County CoC,134.0,115.0,19.0,69.0,65.0,75.0,19.0,48.0,4.0,207602,201078,6524,385750,0,0.0,0.0,74411.0,345552.57320481975,499416.71330551064,55.54
VT-500,Vermont Balance of State CoC,785.0,691.0,94.0,434.0,350.0,713.0,56.0,43.0,2.0,250293,241795,8498,462527,0,0.0,0.0,48253.710743372816,106641.77153385742,178730.9321411681,43.74
VT-501,Burlington/Chittenden County CoC,332.0,270.0,62.0,206.0,124.0,255.0,21.0,45.0,4.0,95560,93248,2312,161839,0,0.0,0.0,57199.0,184045.0032154442,275251.0293662508,43.74
WA-500,Seattle/King County CoC,10730.0,6225.0,4505.0,7111.0,3587.0,4969.0,1497.0,3353.0,380.0,1213173,1166951,46222,2167863,0,0.0,0.0,78776.0,295642.2160672902,481501.5425153637,50.47
WA-501,Washington Balance of State CoC,5706.0,3107.0,2599.0,3183.0,2510.0,4679.0,1077.0,266.0,40.0,988693,927147,61546,2163042,0,0.0,0.0,43695.54560429247,148872.35956837135,240541.31253905682,50.47
WA-502,Spokane City & County CoC,981.0,809.0,172.0,559.0,422.0,774.0,56.0,58.0,4.0,234673,220625,14048,497163,0,0.0,0.0,41698.0,124860.62397014727,200268.3739091023,50.47
WA-503,"Tacoma, Lakewood/Pierce County CoC",1762.0,1268.0,494.0,979.0,781.0,591.0,157.0,285.0,15.0,404970,380954,24016,864004,0,0.0,0.0,46283.0,201972.02850392563,292246.00229271915,50.470000000000006
WA-504,Everett/Snohomish County CoC,960.0,489.0,471.0,576.0,377.0,724.0,105.0,77.0,29.0,415292,397875,17417,787886,0,0.0,0.0,49970.0,266104.7131459027,381914.71589627926,50.47
WA-508,Vancouver/Clark County CoC,688.0,463.0,225.0,373.0,315.0,561.0,71.0,30.0,2.0,220996,207736,13260,465911,0,0.0,0.0,47987.0,227916.13858882268,302590.8272551309,50.47
WI-500,Wisconsin Balance of State CoC,3445.0,3313.0,132.0,1763.0,1677.0,2289.0,299.0,709.0,37.0,2146362,2064203,82159,3960258,0,0.0,0.0,47490.67949865892,87504.90759990881,156317.3680781696,44.71
WI-501,Milwaukee City & County CoC,1415.0,1208.0,207.0,855.0,557.0,376.0,115.0,922.0,6.0,475320,452193,23127,955121,0,0.0,0.0,43139.0,63555.38439635353,131862.71201667815,44.71
WI-502,Racine City & County CoC,196.0,195.0,1.0,109.0,87.0,92.0,12.0,99.0,0.0,99453,94662,4791,194915,0,0.0,0.0,45058.0,73570.36367784457,136784.3338186502,44.71
WI-503,Madison/Dane County CoC,629.0,559.0,70.0,356.0,271.0,273.0,48.0,311.0,2.0,316992,308144,8848,531775,0,0.0,0.0,56450.0,160607.17934662657,251711.98229178353,44.71
WV-500,"Wheeling, Weirton Area CoC",91.0,88.0,3.0,63.0,28.0,84.0,2.0,5.0,0.0,64942,60390,4552,142421,0,0.0,0.0,41342.50342295027,33980.54349851084,80798.20320261038,53.08
WV-501,"Huntington/Cabell, Wayne Counties CoC",228.0,212.0,16.0,119.0,109.0,194.0,0.0,32.0,0.0,56931,53908,3023,136515,0,0.0,0.0,36292.1515584368,35171.63848607716,87952.77547791626,53.07999999999999
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",320.0,288.0,32.0,240.0,80.0,237.0,3.0,72.0,1.0,122717,115707,7010,274715,0,0.0,0.0,42668.6076952478,47440.511936110415,102421.87788662298,53.08
WV-508,West Virginia Balance of State CoC,748.0,664.0,84.0,484.0,264.0,597.0,13.0,107.0,0.0,540520,507202,33318,1278784,0,0.0,0.0,36023.18590317051,44340.25528136766,104910.14746131933,53.08
WY-500,Wyoming Statewide CoC,857.0,491.0,366.0,518.0,338.0,660.0,121.0,39.0,2.0,300547,284438,16109,585243,0,0.0,0.0,54521.920484311646,144176.35318001578,233381.9190990229,43.47
