coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature
OH-500,Cincinnati/Hamilton County CoC,1016.0,985.0,31.0,624.0,390.0,313.0,16.0,660.0,1.0,415252,395045,20207,827501,25488.0,22939.0,2549.0,67845.0,123716.64533961132,201219.47633175782,50.88
OH-501,Toledo/Lucas County CoC,383.0,383.0,0.0,209.0,173.0,174.0,18.0,190.0,2.0,204500,191793,12707,429360,12263.0,11281.0,982.0,54105.0,49799.186766235216,123485.285939494,50.88
OH-502,Cleveland/Cuyahoga County CoC,1557.0,1557.0,0.0,1012.0,535.0,434.0,129.0,1088.0,10.0,596287,558946,37341,1247808,38740.0,35640.0,3100.0,62790.0,82008.63283391362,156582.84933017677,50.88
OH-503,Columbus/Franklin County CoC,1365.0,1365.0,0.0,826.0,536.0,375.0,68.0,872.0,18.0,707069,671944,35125,1317560,24305.0,21388.0,2917.0,58689.0,134653.8875611062,230163.7262042646,50.88
OH-504,Youngstown/Mahoning County CoC,62.0,62.0,0.0,14.0,46.0,29.0,21.0,21.0,1.0,98540,92283,6257,226443,5192.0,4568.0,624.0,50968.0,43490.90389316377,111527.70290051727,50.88
OH-505,"Dayton, Kettering/Montgomery County CoC",568.0,568.0,0.0,317.0,248.0,271.0,5.0,247.0,1.0,246953,233108,13845,536169,12093.0,10883.0,1210.0,54822.0,69550.08290136985,141144.08842488079,50.88
OH-506,Akron/Summit County CoC,394.0,315.0,79.0,245.0,149.0,229.0,4.0,144.0,1.0,264828,250394,14434,537247,14039.0,13477.0,562.0,60771.0,82097.67127837507,164117.48674799208,50.88
OH-507,Ohio Balance of State CoC,2336.0,2336.0,0.0,1193.0,1137.0,1728.0,133.0,460.0,8.0,2499929,2376371,123558,5249576,77011.0,68139.0,8872.0,52008.751542600774,95328.55119767289,170279.50030440706,50.88
OH-508,"Canton, Massillon, Alliance/Stark County CoC",234.0,191.0,43.0,109.0,124.0,110.0,8.0,94.0,2.0,182086,172558,9528,373659,6573.0,5849.0,724.0,52426.0,78422.29581056352,155008.45166339687,50.88
OK-500,North Central Oklahoma CoC,132.0,121.0,11.0,69.0,63.0,111.0,7.0,6.0,0.0,98974,95330,3644,218676,2226.0,2063.0,163.0,46778.13992847866,54158.457253088105,124515.51179195904,60.14
OK-501,Tulsa City & County CoC,1043.0,756.0,287.0,663.0,372.0,611.0,65.0,207.0,11.0,324695,311008,13687,673961,12035.0,10590.0,1445.0,66535.0,95664.39521500084,178497.92575479063,60.14
OK-503,Oklahoma Balance of State CoC,125.0,125.0,0.0,75.0,49.0,88.0,52.0,25.0,0.0,150989,145769,5220,314799,2825.0,2544.0,281.0,48728.957493511734,56337.0811617132,130940.60332241886,60.14
OK-504,Norman/Cleveland County CoC,106.0,106.0,0.0,60.0,46.0,74.0,9.0,20.0,2.0,144833,139956,4877,298099,2338.0,2080.0,258.0,49946.0,136076.9067458979,195260.3060821104,60.14
OK-505,Northeast Oklahoma CoC,79.0,79.0,0.0,34.0,43.0,61.0,3.0,2.0,0.0,131238,126094,5144,293545,2414.0,2136.0,278.0,49148.50111567221,64103.628131776124,132894.11439605756,60.14
OK-506,Southwest Oklahoma Regional CoC,61.0,61.0,0.0,15.0,46.0,38.0,12.0,15.0,1.0,175710,168765,6945,401177,3956.0,3575.0,381.0,47661.94845168093,50967.97587818301,117261.42442238494,60.14
OK-507,Southeastern Oklahoma Regional CoC,476.0,411.0,65.0,264.0,212.0,286.0,15.0,65.0,0.0,259249,247825,11424,599260,9416.0,8081.0,1335.0,44985.668272536124,52612.93867950769,119614.71565774216,60.12928470113139
OR-500,"Eugene, Springfield/Lane County CoC",2317.0,327.0,1990.0,1514.0,789.0,1930.0,205.0,71.0,5.0,182572,172491,10081,384063,5072.0,4767.0,305.0,55146.0,295895.00511904305,387257.3675873032,51.27
OR-501,"Portland, Gresham/Multnomah County CoC",1780.0,1780.0,0.0,1159.0,577.0,1192.0,231.0,289.0,17.0,461480,436178,25302,805593,16835.0,14983.0,1852.0,70331.0,364851.47139241156,481646.2567207959,51.269999999999996
OR-502,"Medford, Ashland/Jackson County CoC",773.0,349.0,424.0,477.0,291.0,651.0,179.0,26.0,6.0,107177,101312,5865,224327,3078.0,2800.0,278.0,56842.0,290332.1598388072,386299.15607798245,51.27
OR-503,Central Oregon CoC,1116.0,318.0,798.0,692.0,416.0,928.0,102.0,29.0,2.0,123740,116907,6833,256233,1632.0,1496.0,136.0,63619.20130506219,359900.06947669183,510685.4189739523,51.27
OR-505,Oregon Balance of State CoC,1305.0,1305.0,0.0,758.0,534.0,1127.0,92.0,23.0,6.0,721329,682541,38788,1557916,21975.0,18715.0,3260.0,52484.74326664596,254964.16620205247,349650.7905723069,51.27
OR-506,"Hillsboro, Beaverton/Washington County CoC",716.0,359.0,357.0,470.0,242.0,589.0,115.0,50.0,6.0,327552,313117,14435,602494,4272.0,3716.0,556.0,71537.0,387904.2197743676,508524.3929607801,51.27
OR-507,Clackamas County CoC,492.0,191.0,301.0,235.0,255.0,391.0,68.0,27.0,3.0,222801,211961,10840,423763,2992.0,2603.0,389.0,71504.0,391585.7053475432,529654.9571526434,51.27
PA-501,Harrisburg/Dauphin County CoC,358.0,322.0,36.0,236.0,122.0,129.0,39.0,183.0,1.0,145287,136639,8648,288187,6650.0,5852.0,798.0,58741.0,108736.30373543117,194292.48666099986,49.8
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",279.0,229.0,50.0,122.0,132.0,80.0,14.0,170.0,1.0,298233,280675,17558,576772,7191.0,6471.0,720.0,77180.0,139513.0893022339,265821.3481777878,49.8
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",138.0,138.0,0.0,61.0,76.0,86.0,19.0,44.0,0.0,157636,145451,12185,325889,9059.0,8062.0,997.0,52300.0,70757.58293906176,135887.0789798218,49.8
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",261.0,221.0,40.0,132.0,126.0,98.0,24.0,152.0,1.0,459375,437689,21686,864022,5886.0,4885.0,1001.0,88671.0,242530.49873162617,367238.0508471588,49.79999999999999
PA-505,Chester County CoC,327.0,327.0,0.0,201.0,126.0,164.0,41.0,151.0,2.0,288974,277371,11603,540864,3905.0,3280.0,625.0,95483.0,273397.20160833077,420932.4274873122,49.8
PA-506,Reading/Berks County CoC,513.0,506.0,7.0,326.0,187.0,358.0,206.0,117.0,0.0,212766,199614,13152,429612,4347.0,3999.0,348.0,57970.0,128411.70303845889,216829.3800711714,49.8
PA-508,Scranton/Lackawanna County CoC,165.0,157.0,8.0,97.0,66.0,126.0,18.0,31.0,2.0,103916,97207,6709,215957,6488.0,5839.0,649.0,54380.0,80623.31962552655,149092.5371359427,49.8
PA-509,Eastern Pennsylvania CoC,1396.0,1396.0,0.0,700.0,692.0,984.0,309.0,332.0,2.0,1540199,1452429,87770,3140395,42847.0,37700.0,5147.0,55739.485306466224,125535.84653315296,199772.62374097263,49.8
PA-510,Lancaster City & County CoC,394.0,394.0,0.0,176.0,218.0,224.0,126.0,148.0,3.0,287023,273538,13485,556049,4101.0,3731.0,370.0,61547.0,190986.71616580815,270902.93383211625,49.8
PA-511,"Bristol, Bensalem/Bucks County CoC",282.0,259.0,23.0,154.0,128.0,145.0,31.0,98.0,0.0,345392,328006,17386,647159,5768.0,4556.0,1212.0,83011.0,274023.94219812285,392851.95602938643,49.8
PA-512,York City & County CoC,237.0,219.0,18.0,109.0,128.0,107.0,46.0,90.0,1.0,236762,224527,12235,459148,3574.0,3216.0,358.0,57870.0,147491.35130886224,224470.5247771222,49.8
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",692.0,627.0,65.0,421.0,266.0,270.0,48.0,349.0,5.0,634367,597797,36570,1245445,34697.0,30186.0,4511.0,70580.0,98395.54436606244,191076.63974386337,49.8
PA-601,Western Pennsylvania CoC,603.0,577.0,26.0,326.0,248.0,475.0,22.0,73.0,0.0,802196,750725,51471,1696866,29799.0,26448.0,3351.0,56184.91212859472,66643.80683114067,138392.58703591747,49.8
PA-603,Beaver County CoC,138.0,136.0,2.0,52.0,86.0,76.0,3.0,47.0,0.0,82117,76567,5550,166914,4014.0,3652.0,362.0,56452.0,80633.88238907357,148948.6821715569,49.8
PA-605,Erie City & County CoC,254.0,254.0,0.0,170.0,84.0,136.0,16.0,97.0,1.0,127008,118260,8748,269300,6217.0,5719.0,498.0,52747.0,87099.0947249505,152788.18884138382,49.8
RI-500,Rhode Island Statewide CoC,1267.0,1086.0,181.0,739.0,522.0,777.0,307.0,320.0,5.0,571697,540181,31516,1096985,38346.0,35205.0,3141.0,64384.74688714978,264944.2324282305,356452.6935546349,49.27
SC-500,Charleston/Low Country CoC,274.0,192.0,82.0,183.0,90.0,104.0,12.0,137.0,3.0,506788,488652,18136,1093908,12129.0,10936.0,1193.0,60922.45050772094,206014.20129816546,333414.31818577106,61.70000000000001
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",783.0,783.0,0.0,536.0,247.0,369.0,42.0,376.0,1.0,717947,691022,26925,1587310,20385.0,18826.0,1559.0,49731.9038858194,105726.95129247557,197438.15405060034,61.7
SC-502,Columbia/Midlands CoC,938.0,695.0,243.0,429.0,265.0,200.0,12.0,473.0,3.0,732227,703607,28620,1574021,20263.0,17839.0,2424.0,52620.64264326842,99215.86844011123,196690.0704956812,61.7
SC-503,"Myrtle Beach, Sumter City & County CoC",1212.0,372.0,840.0,626.0,580.0,563.0,27.0,591.0,1.0,397013,377782,19231,938027,11412.0,10170.0,1242.0,47020.246466253106,88822.8665394757,172100.4519192195,61.699999999999996
SD-500,South Dakota Statewide CoC,817.0,817.0,0.0,458.0,356.0,256.0,49.0,56.0,7.0,431487,420398,11089,808692,13442.0,11298.0,2144.0,65731.97853694609,148776.91170875434,233784.3541016549,45.54
TN-500,Chattanooga/Southeast Tennessee CoC,1482.0,255.0,1227.0,1085.0,397.0,1266.0,15.0,207.0,1.0,327916,313431,14485,713770,11951.0,10354.0,1597.0,52292.49907393138,114111.849226935,210475.34348335708,58.10999999999999
TN-501,Memphis/Shelby County CoC,739.0,537.0,202.0,519.0,202.0,167.0,5.0,545.0,0.0,446842,415557,31285,923352,17990.0,16191.0,1799.0,59212.0,72972.88876334579,176319.38582085414,58.11
TN-502,Knoxville/Knox County CoC,786.0,545.0,241.0,303.0,241.0,400.0,31.0,112.0,0.0,246907,238402,8505,486812,11360.0,9201.0,2159.0,59934.0,146527.31079868527,246999.3240443912,58.11
TN-503,Central Tennessee CoC,292.0,232.0,60.0,142.0,150.0,142.0,13.0,142.0,0.0,613593,590086,23507,1297168,10483.0,9667.0,816.0,61322.542915798105,196468.64403577356,319774.57004201424,58.11000000000001
TN-504,Nashville-Davidson County CoC,1107.0,1107.0,0.0,802.0,301.0,528.0,34.0,535.0,13.0,404212,386522,17690,703372,18130.0,16317.0,1813.0,82087.0,237468.49850007516,337803.01513001043,58.11
TN-506,Upper Cumberland CoC,382.0,155.0,227.0,96.0,58.0,145.0,3.0,9.0,1.0,238914,229320,9594,540577,5122.0,4758.0,364.0,47499.84419980872,137371.50908847593,227167.63719762766,58.11
TN-507,Jackson/West Tennessee CoC,891.0,114.0,777.0,485.0,406.0,531.0,15.0,327.0,4.0,290269,276609,13660,668755,10786.0,10034.0,752.0,47310.91435877115,60996.70163622911,136964.91182483968,58.10999999999999
TN-509,Appalachian Regional CoC,310.0,199.0,111.0,203.0,106.0,268.0,6.0,29.0,0.0,222947,213348,9599,519112,8277.0,7522.0,755.0,46741.51545331258,85569.96029795827,160946.02086481554,58.11
TN-510,Murfreesboro/Rutherford County CoC,362.0,177.0,185.0,213.0,144.0,269.0,16.0,79.0,0.0,189949,183066,6883,351202,2209.0,1943.0,266.0,49411.0,229994.93046109405,313989.9282890871,58.11
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",472.0,122.0,350.0,178.0,293.0,431.0,22.0,32.0,0.0,310887,298029,12858,689697,8155.0,7391.0,764.0,48071.03240263478,116486.61335756154,212499.4522461481,58.11
TX-500,San Antonio/Bexar County CoC,1499.0,1499.0,0.0,904.0,589.0,1128.0,744.0,340.0,8.0,953045,902092,50953,2030895,27250.0,23162.0,4088.0,51780.0,143967.57537008173,226187.66751502376,65.97
TX-503,Austin/Travis County CoC,2954.0,716.0,2238.0,1636.0,1301.0,1644.0,960.0,1083.0,17.0,778563,747009,31554,1308544,10981.0,9333.0,1648.0,81708.0,325763.89740576176,477344.4391402937,65.97
TX-600,"Dallas City & County, Irving CoC",4570.0,3138.0,1432.0,3209.0,1342.0,1822.0,552.0,2523.0,58.0,1976453,1873813,102640,3702404,36450.0,30600.0,5850.0,73659.22213567185,213023.98459269205,308943.7371167026,65.97
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1300.0,821.0,479.0,775.0,524.0,637.0,162.0,611.0,9.0,72275,69048,3227,156966,583.0,536.0,47.0,65358.0,198495.81778912293,329042.9037806708,65.97
TX-603,El Paso City & County CoC,528.0,528.0,0.0,304.0,222.0,479.0,399.0,27.0,2.0,366812,344209,22603,868086,14266.0,12554.0,1712.0,44064.0,110485.87060957962,158863.7764535393,65.97
TX-604,Waco/McLennan County CoC,143.0,102.0,41.0,87.0,56.0,106.0,46.0,33.0,0.0,171978,163353,8625,377647,4992.0,4513.0,479.0,48951.538304289454,93672.32956019821,181770.578319293,65.96999999999998
TX-607,Texas Balance of State CoC,2562.0,2562.0,0.0,1268.0,1281.0,1718.0,855.0,723.0,21.0,4283426,4012557,270869,9615919,108218.0,93622.0,14596.0,51156.78140134084,106167.2851207667,191501.56424231332,65.97
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",156.0,156.0,0.0,82.0,74.0,131.0,27.0,21.0,1.0,147908,140332,7576,332992,4325.0,3774.0,551.0,51896.121912838746,75800.14663801696,155830.11272641187,65.97000000000001
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",3047.0,1537.0,1510.0,1943.0,1092.0,1211.0,411.0,1724.0,35.0,705064,663950,41114,1510385,4180.0,3891.0,289.0,67164.7831791232,210417.07090933088,305381.7165223902,65.97
TX-701,"Bryan, College Station/Brazos Valley CoC",49.0,33.0,16.0,21.0,12.0,17.0,3.0,16.0,0.0,172743,164777,7966,357419,3762.0,3329.0,433.0,47107.73862889214,130348.2842304289,223208.5458967467,65.97
UT-500,Salt Lake City & County CoC,2314.0,1691.0,623.0,998.0,677.0,1275.0,382.0,205.0,21.0,656258,637796,18462,1186440,9491.0,8921.0,570.0,62547.0,355291.92876782804,471571.2137645073,49.55
UT-503,Utah Balance of State CoC,1056.0,617.0,439.0,306.0,309.0,525.0,147.0,40.0,4.0,655973,637388,18585,1385957,7728.0,6270.0,1458.0,48706.267156196045,288441.93802005105,388832.60320112004,49.55
UT-504,Provo/Mountainland CoC,195.0,102.0,93.0,53.0,49.0,89.0,23.0,7.0,1.0,42075,40853,1222,79428,4.0,0.0,4.0,132563.03691393463,444249.8564076723,809223.3696589177,49.55
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",834.0,736.0,98.0,409.0,322.0,144.0,11.0,554.0,6.0,467024,450055,16969,904245,6145.0,5530.0,615.0,69470.60293504526,214004.84397597375,307465.1090654741,55.54
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",564.0,564.0,0.0,342.0,221.0,127.0,21.0,402.0,3.0,19379,18706,673,39393,365.0,321.0,44.0,63005.0,135248.831173795,311833.3093847646,55.53999999999999
VA-502,"Roanoke City & County, Salem CoC",250.0,238.0,12.0,167.0,83.0,155.0,11.0,78.0,2.0,19491,18891,600,38853,29.0,18.0,11.0,56674.24397086454,102267.71130728498,223674.23910764,55.540000000000006
VA-504,Charlottesville CoC,177.0,149.0,28.0,104.0,72.0,104.0,8.0,63.0,2.0,51530,49831,1699,102657,386.0,337.0,49.0,53134.31006166165,181648.61567615691,282121.7623318896,55.53999999999999
VA-508,Lynchburg CoC,47.0,34.0,13.0,31.0,15.0,27.0,2.0,19.0,0.0,59446,57334,2112,128076,515.0,472.0,43.0,50314.80029045254,128982.72965686728,230076.80820472955,55.53999999999999
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",267.0,267.0,0.0,162.0,104.0,198.0,15.0,41.0,0.0,61559,59263,2296,124503,558.0,506.0,52.0,55262.472968522845,183042.2530870617,277906.7975969944,55.54
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",180.0,162.0,18.0,120.0,60.0,92.0,13.0,65.0,0.0,102418,98683,3735,220508,678.0,616.0,62.0,60949.95025123805,280783.8861996532,401093.0435570503,55.54
VA-521,Virginia Balance of State CoC,870.0,801.0,69.0,453.0,416.0,539.0,41.0,259.0,8.0,427243,410175,17068,941894,7560.0,6794.0,766.0,50994.1697324752,114831.40229024035,205204.8394623733,55.54
VA-600,Arlington County CoC,171.0,144.0,27.0,111.0,60.0,51.0,31.0,92.0,10.0,152740,148157,4583,233574,2856.0,2656.0,200.0,107603.0,406514.702480017,739913.7400205323,55.54
VA-602,Loudoun County CoC,80.0,52.0,28.0,21.0,30.0,23.0,5.0,23.0,0.0,225653,218649,7004,428435,964.0,636.0,328.0,90254.0,454658.2327671012,649794.0504497256,55.54
VT-500,Vermont Balance of State CoC,1891.0,1891.0,0.0,1019.0,863.0,1716.0,64.0,84.0,7.0,240701,231146,9555,477701,8282.0,7180.0,1102.0,59742.59659075447,155861.6066767995,247558.16820741317,43.74
VT-501,Burlington/Chittenden County CoC,700.0,700.0,0.0,391.0,304.0,550.0,47.0,95.0,18.0,95121,92206,2915,169271,4866.0,4087.0,779.0,67921.0,266702.8588534157,371555.7107264833,43.74
WA-500,Seattle/King County CoC,5183.0,5183.0,0.0,2921.0,2204.0,2327.0,769.0,1920.0,113.0,1279701,1226727,52974,2253038,36098.0,33210.0,2888.0,108212.0,477463.48885491147,735602.8976676222,50.47
WA-501,Washington Balance of State CoC,3462.0,3462.0,0.0,1872.0,1557.0,2687.0,679.0,262.0,33.0,1054278,992264,62014,2298090,22254.0,19046.0,3208.0,57322.686326471114,281479.845409661,406619.99478598154,50.47
WA-502,Spokane City & County CoC,992.0,992.0,0.0,593.0,383.0,735.0,115.0,110.0,8.0,259279,245137,14142,545498,7557.0,7103.0,454.0,53770.0,255270.50698979,360195.40158284386,50.47
WA-503,"Tacoma, Lakewood/Pierce County CoC",1005.0,1005.0,0.0,582.0,417.0,501.0,148.0,213.0,12.0,445825,418632,27193,927199,10238.0,9111.0,1127.0,61580.0,375217.06640185666,483155.90337461635,50.47
WA-504,Everett/Snohomish County CoC,494.0,494.0,0.0,280.0,209.0,336.0,51.0,62.0,16.0,437436,416470,20966,836037,8905.0,8192.0,713.0,68858.0,442772.7316117696,610609.1685000224,50.47
WA-508,Vancouver/Clark County CoC,375.0,375.0,0.0,188.0,187.0,285.0,46.0,28.0,2.0,243695,230205,13490,512588,4564.0,3651.0,913.0,63427.0,360690.6229038445,452996.1547911743,50.47
WI-500,Wisconsin Balance of State CoC,2420.0,2291.0,129.0,1297.0,1114.0,1598.0,203.0,448.0,15.0,2158912,2081229,77683,4102676,45121.0,39319.0,5802.0,58940.38960327357,139223.10829491416,222667.92647153375,44.71
WI-501,Milwaukee City & County CoC,817.0,800.0,17.0,501.0,310.0,302.0,108.0,475.0,6.0,464620,439453,25167,924207,22290.0,19392.0,2898.0,55927.0,119120.81823952455,196973.91479911702,44.71
WI-502,Racine City & County CoC,145.0,137.0,8.0,98.0,46.0,77.0,12.0,54.0,0.0,98417,93755,4662,196439,3084.0,2806.0,278.0,56884.0,119963.27778860222,199356.95618004334,44.71
WI-503,Madison/Dane County CoC,855.0,768.0,87.0,503.0,346.0,375.0,52.0,397.0,6.0,328495,319051,9444,561724,6608.0,5815.0,793.0,71062.0,246941.73523105765,347353.1984421851,44.71
WV-500,"Wheeling, Weirton Area CoC",86.0,86.0,0.0,49.0,35.0,68.0,3.0,8.0,1.0,62608,58878,3730,136981,3812.0,3322.0,490.0,52268.89205802265,51588.36159758173,110881.32834811768,53.08
WV-501,"Huntington/Cabell, Wayne Counties CoC",170.0,75.0,95.0,120.0,48.0,145.0,6.0,11.0,0.0,56356,53616,2740,132027,4189.0,3872.0,317.0,47301.74467343801,52763.90230421137,113918.9601209574,53.07999999999999
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",263.0,234.0,29.0,170.0,93.0,196.0,2.0,61.0,0.0,116705,110662,6043,264610,6556.0,6103.0,453.0,53775.17565851631,69000.0564552301,127392.76563283526,53.080000000000005
WV-508,West Virginia Balance of State CoC,619.0,428.0,191.0,356.0,262.0,525.0,12.0,60.0,3.0,543087,515851,27236,1251908,19483.0,17582.0,1901.0,47081.60571863108,79797.77144376059,142878.8006588724,53.08
WY-500,Wyoming Statewide CoC,405.0,405.0,0.0,165.0,239.0,360.0,30.0,8.0,0.0,289152,275747,13405,579483,5759.0,5363.0,396.0,69669.88270061417,198046.19514627906,307706.02238652966,43.47
