coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value
OH-504,Youngstown/Mahoning County CoC,262.0,256.0,6.0,151.0,111.0,111.0,22.0,124.0,3.0,105742,98488,7254,229438,5270.0,4848.0,422.0,41530.0,25154.566363988237,76322.38099849448
OH-505,"Dayton, Kettering/Montgomery County CoC",619.0,566.0,53.0,382.0,237.0,255.0,18.0,322.0,0.0,253155,240829,12326,531964,12438.0,11567.0,871.0,45088.0,36843.199319451465,95255.30758340185
OH-506,Akron/Summit County CoC,507.0,429.0,78.0,336.0,171.0,260.0,6.0,221.0,5.0,274876,260984,13892,541695,13837.0,13560.0,277.0,49266.0,48723.63120956516,119844.71976980794
OH-507,Ohio Balance of State CoC,3309.0,2686.0,623.0,1756.0,1544.0,2530.0,127.0,584.0,7.0,2565086,2433366,131720,5236889,76280.0,70759.0,5521.0,42785.21479928255,61079.88209678311,124512.48427202558
OH-508,"Canton, Massillon, Alliance/Stark County CoC",319.0,297.0,22.0,145.0,174.0,162.0,21.0,124.0,0.0,188257,178467,9790,372120,6519.0,6258.0,261.0,43460.0,49489.82164781631,114274.11409980559
OK-500,North Central Oklahoma CoC,192.0,147.0,45.0,78.0,114.0,147.0,21.0,15.0,0.0,101567,97644,3923,220267,2243.0,2091.0,152.0,38761.90521049454,35704.45657622162,98441.81008768207
OK-501,Tulsa City & County CoC,1074.0,900.0,174.0,699.0,373.0,614.0,88.0,238.0,2.0,318416,305546,12870,646874,13276.0,12346.0,930.0,58664.0,57789.554611854735,132995.73997655636
OK-503,Oklahoma Balance of State CoC,432.0,139.0,293.0,223.0,209.0,233.0,51.0,26.0,0.0,149905,144638,5267,317559,2868.0,2561.0,307.0,39683.964472743646,30886.277380303145,89398.31721753998
OK-504,Norman/Cleveland County CoC,174.0,98.0,76.0,92.0,80.0,155.0,20.0,14.0,0.0,139286,134646,4640,279723,2153.0,1937.0,216.0,43971.0,96281.1055911149,158012.6754889881
OK-505,Northeast Oklahoma CoC,377.0,325.0,52.0,203.0,174.0,235.0,10.0,3.0,0.0,129676,123768,5908,304690,2453.0,2212.0,241.0,37230.31995799009,35190.31203029011,88720.76882176513
OK-506,Southwest Oklahoma Regional CoC,231.0,169.0,62.0,151.0,80.0,122.0,9.0,83.0,0.0,176582,169271,7311,404161,4047.0,3693.0,354.0,38789.8747998941,30103.765973159705,88204.59820635748
OK-507,Southeastern Oklahoma Regional CoC,351.0,206.0,145.0,184.0,166.0,239.0,18.0,21.0,0.0,262847,250866,11981,611220,9566.0,8634.0,932.0,36399.37149635156,30632.93216719609,83037.81120087055
OR-500,"Eugene, Springfield/Lane County CoC",1529.0,526.0,1003.0,1012.0,514.0,1287.0,130.0,34.0,8.0,180311,172433,7878,375689,4997.0,4697.0,300.0,43317.0,186047.12154333232,266273.9053719971
OR-501,"Portland, Gresham/Multnomah County CoC",4177.0,2509.0,1668.0,2540.0,1578.0,2880.0,468.0,591.0,27.0,450620,434508,16112,808192,14999.0,14549.0,450.0,53990.0,273833.16098873207,389011.98330136365
OR-502,"Medford, Ashland/Jackson County CoC",633.0,369.0,264.0,410.0,219.0,551.0,79.0,16.0,1.0,102582,97799,4783,217030,2901.0,2813.0,88.0,44461.0,200060.5003543325,285653.44181865297
OR-503,Central Oregon CoC,778.0,230.0,548.0,489.0,287.0,687.0,97.0,20.0,1.0,111908,106916,4992,233672,1509.0,1532.0,-23.0,49359.26235492485,212266.75252588684,321139.5493957694
OR-505,Oregon Balance of State CoC,5795.0,2026.0,3769.0,3254.0,2524.0,5126.0,618.0,104.0,33.0,694803,663313,31490,1506020,20975.0,19195.0,1780.0,40465.2399994688,160173.02975951464,239502.49788534772
OR-506,"Hillsboro, Beaverton/Washington County CoC",544.0,175.0,369.0,335.0,203.0,395.0,70.0,49.0,7.0,318470,307517,10953,591969,3858.0,3587.0,271.0,57502.0,297278.401870763,404747.2587067359
OR-507,Clackamas County CoC,497.0,151.0,346.0,328.0,168.0,400.0,47.0,18.0,2.0,216100,208169,7931,412982,2831.0,2519.0,312.0,55311.0,279291.4413712374,396809.9555595507
PA-501,Harrisburg/Dauphin County CoC,460.0,390.0,70.0,298.0,162.0,170.0,73.0,238.0,4.0,143690,137104,6586,275796,6468.0,5950.0,518.0,48558.0,69275.68180910271,149946.26256549038
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",453.0,413.0,40.0,246.0,207.0,127.0,20.0,299.0,4.0,297750,284084,13666,564015,7024.0,6602.0,422.0,62909.0,84444.28360814457,191462.68930354723
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",174.0,171.0,3.0,70.0,104.0,93.0,39.0,67.0,0.0,160068,150490,9578,318031,9343.0,8595.0,748.0,42653.0,37275.45325335398,95858.61306268036
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",310.0,291.0,19.0,142.0,168.0,110.0,14.0,169.0,2.0,452283,434530,17753,824533,5819.0,5178.0,641.0,75782.0,176362.68351188092,283530.2556239439
PA-505,Chester County CoC,578.0,554.0,24.0,377.0,201.0,307.0,30.0,246.0,6.0,283553,273197,10356,519057,3687.0,3392.0,295.0,79592.0,204281.16613348376,335577.9935455815
PA-506,Reading/Berks County CoC,534.0,521.0,13.0,361.0,173.0,397.0,173.0,131.0,1.0,214413,204385,10028,417601,4325.0,3979.0,346.0,47609.0,81375.87135947315,158684.39597014835
PA-508,Scranton/Lackawanna County CoC,197.0,183.0,14.0,103.0,94.0,129.0,29.0,42.0,0.0,106928,101344,5584,210603,6581.0,5988.0,593.0,44935.0,42711.68156767713,104887.14809460957
PA-509,Eastern Pennsylvania CoC,2170.0,1765.0,405.0,1135.0,1031.0,1585.0,384.0,485.0,10.0,1551963,1474188,77775,3104719,42519.0,38695.0,3824.0,45104.88467072221,84795.78218540289,150451.70679285773
PA-510,Lancaster City & County CoC,321.0,295.0,26.0,166.0,155.0,189.0,79.0,111.0,0.0,281545,270538,11007,541352,4221.0,3925.0,296.0,50215.0,136716.26853656684,206108.91379491566
PA-511,"Bristol, Bensalem/Bucks County CoC",511.0,462.0,49.0,217.0,294.0,325.0,63.0,156.0,1.0,343469,328632,14837,627302,5509.0,4737.0,772.0,70269.0,196754.21305441053,303834.07739306445
PA-512,York City & County CoC,288.0,243.0,45.0,142.0,144.0,170.0,42.0,93.0,2.0,236803,226281,10522,445924,3484.0,3309.0,175.0,48119.0,105378.99430713353,171805.3855080676
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",1145.0,1092.0,53.0,675.0,466.0,448.0,38.0,598.0,9.0,651929,620570,31359,1220423,34407.0,31310.0,3097.0,58729.0,56693.99717804525,135166.05987847113
PA-601,Western Pennsylvania CoC,837.0,774.0,63.0,473.0,364.0,656.0,27.0,143.0,4.0,831918,785343,46575,1703990,30106.0,27330.0,2776.0,45769.12173193505,42064.88056426401,104522.26348300966
PA-603,Beaver County CoC,98.0,88.0,10.0,46.0,52.0,42.0,0.0,55.0,0.0,85241,80434,4807,165779,3968.0,3650.0,318.0,45698.0,45757.68794647973,116088.43707996368
PA-605,Erie City & County CoC,369.0,361.0,8.0,239.0,129.0,247.0,21.0,108.0,0.0,131953,124230,7723,273855,6143.0,5651.0,492.0,42175.0,64061.309609040545,120898.47020141668
RI-500,Rhode Island Statewide CoC,1180.0,1111.0,69.0,743.0,430.0,762.0,263.0,309.0,8.0,568146,542552,25594,1056554,37992.0,35824.0,2168.0,52340.76460171463,177218.5625226794,257131.79228432354
SC-500,Charleston/Low Country CoC,425.0,221.0,204.0,342.0,81.0,170.0,16.0,211.0,2.0,478691,460949,17742,1049871,11673.0,11196.0,477.0,48515.82616626233,138323.01958981366,249595.3115880363
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",1317.0,932.0,385.0,769.0,543.0,607.0,34.0,658.0,3.0,688891,661701,27190,1516744,19545.0,19016.0,529.0,41148.08551212334,61026.963180896826,140347.4447316417
SC-502,Columbia/Midlands CoC,1200.0,893.0,307.0,765.0,433.0,361.0,22.0,795.0,2.0,708110,677714,30396,1536163,19617.0,18594.0,1023.0,42816.29365568628,58518.60575679659,140552.06836699005
SC-503,"Myrtle Beach, Sumter City & County CoC",974.0,369.0,605.0,577.0,394.0,394.0,16.0,541.0,1.0,386077,366341,19736,924324,11364.0,10481.0,883.0,36250.63079937338,53753.27206775333,123624.66028847607
SD-500,South Dakota Statewide CoC,943.0,772.0,171.0,529.0,412.0,310.0,42.0,44.0,3.0,416959,404845,12114,781605,13303.0,11378.0,1925.0,51908.06351289974,104092.22096468284,173834.7636493281
TN-500,Chattanooga/Southeast Tennessee CoC,576.0,359.0,217.0,369.0,206.0,368.0,17.0,172.0,0.0,323001,310101,12900,694483,12127.0,11203.0,924.0,42937.56539180945,70427.51063928283,143876.13633070164
TN-501,Memphis/Shelby County CoC,1426.0,1347.0,79.0,958.0,468.0,285.0,16.0,1091.0,5.0,437734,418685,19049,936012,17954.0,17235.0,719.0,47256.0,37714.714493484404,113888.4622906047
TN-502,Knoxville/Knox County CoC,812.0,678.0,134.0,471.0,340.0,559.0,28.0,218.0,4.0,237653,230101,7552,461977,10317.0,9388.0,929.0,47876.0,84780.59515254835,170599.72617515342
TN-503,Central Tennessee CoC,285.0,260.0,25.0,160.0,125.0,168.0,27.0,116.0,1.0,569849,550710,19139,1188485,10477.0,10113.0,364.0,50327.726992768105,117863.45269579465,211231.85680444326
TN-504,Nashville-Davidson County CoC,2337.0,1698.0,639.0,1610.0,725.0,1220.0,80.0,1011.0,19.0,385091,374319,10772,687808,17889.0,16636.0,1253.0,62718.0,152343.62383615793,242627.29875505794
TN-506,Upper Cumberland CoC,252.0,168.0,84.0,138.0,113.0,219.0,2.0,20.0,1.0,228213,219532,8681,512427,5067.0,4829.0,238.0,37606.94855852638,82731.94011930474,150372.42493925174
TN-507,Jackson/West Tennessee CoC,1103.0,134.0,969.0,537.0,566.0,672.0,16.0,391.0,0.0,288742,275233,13509,665242,10862.0,10355.0,507.0,37136.15289924569,37552.23889775996,95303.84357829847
TN-509,Appalachian Regional CoC,450.0,305.0,145.0,298.0,152.0,413.0,6.0,27.0,2.0,224303,214936,9367,509122,8422.0,7791.0,631.0,37685.06902274897,53827.18654930056,113171.18839864827
TN-510,Murfreesboro/Rutherford County CoC,316.0,227.0,89.0,122.0,194.0,193.0,3.0,105.0,2.0,171748,166744,5004,316777,2073.0,1927.0,146.0,40179.0,153730.26745364247,222309.5571493716
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",752.0,368.0,384.0,380.0,367.0,678.0,22.0,54.0,0.0,300078,287912,12166,669559,8170.0,7658.0,512.0,37628.18749953328,68294.52325255352,135636.47877944473
TX-500,San Antonio/Bexar County CoC,2743.0,1641.0,1102.0,1691.0,1039.0,1912.0,1214.0,719.0,15.0,917323,884586,32737,1956394,26831.0,24684.0,2147.0,44692.0,96239.5028647781,169705.23633085305
TX-503,Austin/Travis County CoC,2036.0,1202.0,834.0,1328.0,704.0,1129.0,563.0,757.0,18.0,693425,672102,21323,1227373,9996.0,9096.0,900.0,65269.0,217006.28367010225,325055.4405210466
TX-600,"Dallas City & County, Irving CoC",3789.0,2702.0,1087.0,2477.0,1307.0,1263.0,496.0,2291.0,40.0,1845213,1774740,70473,3593149,37883.0,33273.0,4610.0,59027.76831826345,144977.3631599519,230267.91390685114
TX-601,"Fort Worth, Arlington/Tarrant County CoC",1941.0,1551.0,390.0,1200.0,741.0,930.0,251.0,941.0,14.0,62762,60568,2194,133616,598.0,574.0,24.0,53019.0,127069.89337974122,235755.97432430412
TX-603,El Paso City & County CoC,1193.0,1016.0,177.0,687.0,506.0,1068.0,812.0,75.0,11.0,351540,335163,16377,836087,13639.0,10911.0,2728.0,34796.0,82047.31333670166,125557.81566751258
TX-604,Waco/McLennan County CoC,221.0,162.0,59.0,115.0,105.0,128.0,45.0,77.0,2.0,162932,156209,6723,366038,5081.0,4802.0,279.0,39091.3729640092,54948.42385972058,119701.29940525717
TX-607,Texas Balance of State CoC,7153.0,3583.0,3570.0,4287.0,2779.0,4793.0,2567.0,1778.0,100.0,4086994,3883426,203568,9285921,105445.0,92800.0,12645.0,41301.37434326654,67826.65358154004,138975.48761369777
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",234.0,213.0,21.0,132.0,99.0,165.0,19.0,57.0,0.0,144073,138474,5599,328856,4270.0,3798.0,472.0,41399.43472218844,43362.467788004426,104703.57479236576
TX-700,"Houston, Pasadena, Conroe/Harris, Fort Bend, Montgomery Counties CoC",3605.0,2477.0,1128.0,2226.0,1371.0,1342.0,555.0,2078.0,50.0,641060,611801,29259,1339800,3758.0,3656.0,102.0,59587.89028213166,157521.1227335177,249577.95836604515
TX-701,"Bryan, College Station/Brazos Valley CoC",102.0,89.0,13.0,68.0,34.0,46.0,11.0,52.0,3.0,159130,153250,5880,343539,3690.0,3326.0,364.0,37710.39120740294,95760.94346745583,181016.16674489985
UT-500,Salt Lake City & County CoC,2047.0,1886.0,161.0,1321.0,720.0,1514.0,489.0,230.0,25.0,617457,598906,18551,1137273,9166.0,8799.0,367.0,49323.0,216337.6809347185,307372.6016513214
UT-503,Utah Balance of State CoC,634.0,558.0,76.0,347.0,286.0,535.0,106.0,44.0,2.0,605239,584357,20882,1283829,7206.0,6560.0,646.0,38347.60981719528,167350.75501030692,247829.6502136447
UT-504,Provo/Mountainland CoC,171.0,130.0,41.0,94.0,77.0,153.0,47.0,8.0,0.0,39111,37907,1204,73420,4.0,0.0,4.0,92594.87435303732,269128.3390034905,500860.05420932587
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",662.0,509.0,153.0,522.0,139.0,245.0,21.0,399.0,2.0,466580,450062,16518,857505,5940.0,5484.0,456.0,58999.11010781278,149663.5785189551,233272.34190225566
VA-501,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",703.0,634.0,69.0,500.0,201.0,166.0,39.0,505.0,8.0,19268,18536,732,36758,427.0,375.0,52.0,53130.0,85040.61793174983,275552.19135775155
VA-502,"Roanoke City & County, Salem CoC",267.0,250.0,17.0,165.0,101.0,147.0,8.0,95.0,0.0,19744,19038,706,38425,33.0,27.0,6.0,46708.73975276513,73108.43658426782,178638.34961552874
VA-504,Charlottesville CoC,160.0,137.0,23.0,107.0,52.0,82.0,7.0,63.0,0.0,50900,49261,1639,96728,414.0,374.0,40.0,43592.53090108345,125748.23137628213,209661.76052928958
VA-508,Lynchburg CoC,125.0,100.0,25.0,68.0,56.0,56.0,8.0,66.0,1.0,22297,21375,922,47608,157.0,145.0,12.0,35834.26323307007,78034.34524442446,146325.6047364846
VA-513,"Harrisonburg, Winchester/Western Virginia CoC",280.0,261.0,19.0,178.0,102.0,203.0,9.0,45.0,1.0,61385,59054,2331,121066,530.0,497.0,33.0,44379.745163794956,124579.61845398103,208513.43215272322
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",216.0,177.0,39.0,123.0,92.0,99.0,12.0,90.0,6.0,98321,94686,3635,203688,598.0,562.0,36.0,51406.40342582774,210565.28735513362,313449.72035738215
VA-521,Virginia Balance of State CoC,722.0,563.0,159.0,380.0,341.0,411.0,45.0,278.0,2.0,437947,418997,18950,944631,7752.0,7156.0,596.0,40767.26113477114,78415.49772344323,155854.97450876326
VA-600,Arlington County CoC,232.0,199.0,33.0,142.0,90.0,55.0,33.0,144.0,8.0,151365,147637,3728,235193,2699.0,2564.0,135.0,90390.0,326133.3715976352,609772.118952328
VA-602,Loudoun County CoC,113.0,97.0,16.0,73.0,40.0,71.0,26.0,36.0,2.0,216176,209681,6495,397192,950.0,684.0,266.0,76219.0,360024.7730036794,515862.5681412985
VT-500,Vermont Balance of State CoC,934.0,828.0,106.0,496.0,434.0,860.0,43.0,41.0,3.0,255921,247489,8432,461878,8105.0,7345.0,760.0,49596.18550569631,113279.27501015073,187451.06739744297
VT-501,Burlington/Chittenden County CoC,291.0,263.0,28.0,161.0,127.0,233.0,17.0,38.0,4.0,99460,97209,2251,163254,4536.0,4127.0,409.0,58184.0,196822.0563695296,288865.68146506994
WA-500,Seattle/King County CoC,11643.0,6158.0,5485.0,7211.0,4203.0,5253.0,1598.0,3402.0,238.0,1231166,1187422,43744,2205001,34295.0,32237.0,2058.0,83086.0,337321.94439997425,545203.2331195761
WA-501,Washington Balance of State CoC,5243.0,3563.0,1680.0,2915.0,2311.0,4078.0,847.0,292.0,39.0,1015567,960483,55084,2201547,21223.0,19308.0,1915.0,44991.90764085436,168156.37298892922,264477.42642880493
WA-502,Spokane City & County CoC,1090.0,952.0,138.0,662.0,424.0,870.0,73.0,62.0,6.0,240744,227979,12765,505708,7298.0,7298.0,0.0,43184.0,141285.87380644816,221265.16468789533
WA-503,"Tacoma, Lakewood/Pierce County CoC",1321.0,817.0,504.0,787.0,529.0,739.0,153.0,239.0,28.0,417889,395846,22043,880745,9440.0,9156.0,284.0,47935.0,232664.28765784297,324279.5516455397
WA-504,Everett/Snohomish County CoC,1066.0,551.0,515.0,628.0,432.0,800.0,134.0,108.0,10.0,421436,404794,16642,803061,8399.0,8231.0,168.0,51879.0,299467.6045186171,424490.76961942
WA-508,Vancouver/Clark County CoC,749.0,480.0,269.0,428.0,321.0,600.0,47.0,64.0,0.0,228847,217404,11443,475238,3992.0,3552.0,440.0,49966.0,254771.46815974274,330716.4655839127
WI-500,Wisconsin Balance of State CoC,3348.0,3211.0,137.0,1714.0,1624.0,2131.0,252.0,711.0,56.0,2170461,2101194,69267,3974328,43696.0,38922.0,4774.0,49067.32138338859,95326.3919641105,165859.51623202465
WI-501,Milwaukee City & County CoC,900.0,765.0,135.0,589.0,310.0,279.0,72.0,571.0,3.0,476413,457332,19081,950843,22472.0,20000.0,2472.0,44496.0,70201.09598401097,139985.05056767547
WI-502,Racine City & County CoC,194.0,187.0,7.0,124.0,70.0,104.0,14.0,70.0,0.0,99964,95938,4026,196026,3040.0,2918.0,122.0,47193.0,79975.3020710373,145575.7301794541
WI-503,Madison/Dane County CoC,585.0,524.0,61.0,319.0,263.0,239.0,54.0,291.0,10.0,321487,313791,7696,537901,6396.0,5692.0,704.0,58184.0,176819.789914934,267009.0323890141
WV-500,"Wheeling, Weirton Area CoC",118.0,111.0,7.0,51.0,67.0,94.0,0.0,18.0,0.0,64615,60893,3722,140590,4317.0,3803.0,514.0,45215.89693434811,35298.314302198676,82916.77244151606
WV-501,"Huntington/Cabell, Wayne Counties CoC",205.0,173.0,32.0,120.0,85.0,175.0,0.0,28.0,0.0,57451,54637,2814,134812,4305.0,3916.0,389.0,37868.73180429042,36009.76565351151,89386.59853725707
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",319.0,270.0,49.0,254.0,65.0,225.0,0.0,89.0,0.0,120748,114492,6256,271301,6450.0,6188.0,262.0,44003.60735861644,48982.255236947414,103998.77714904952
WV-508,West Virginia Balance of State CoC,667.0,567.0,100.0,421.0,245.0,568.0,21.0,79.0,2.0,541926,513764,28162,1271980,19455.0,17642.0,1813.0,37734.299142282114,46714.67582281785,107607.755199072
WY-500,Wyoming Statewide CoC,873.0,510.0,363.0,570.0,300.0,651.0,106.0,43.0,2.0,293805,281164,12641,579994,5763.0,5496.0,267.0,56756.43864246872,145993.45906489246,236875.01727132068
